x, y
0, 10.091973244147157
0, 10.183946488294314
0.17167381974248927, 10.267558528428093
0, 10.35953177257525
0.17167381974248927, 10.44314381270903
0.17167381974248927, 10.535117056856187
0.17167381974248927, 10.618729096989966
0.34334763948497854, 10.710702341137123
0.34334763948497854, 10.76923076923077
0.5150214592274678, 10.84448160535117
0.5150214592274678, 10.911371237458194
0.5150214592274678, 10.978260869565217
19.914163090128756, 13.26923076923077
40.34334763948498, 13.612040133779264
59.57081545064378, 13.729096989966555
80.1716738197425, 13.954849498327759
99.91416309012875, 14.648829431438127
0.5722478121646996, 11.064659807594325
0.5722478121646996, 11.139910643714726
0.5722478121646996, 11.223522683848506
0.5722478121646996, 11.307134723982285
0.9155954516496781, 11.399107968129442
0.9155954516496781, 11.482720008263222
1.0872692713921674, 11.583054456423756
1.0872692713921674, 11.683388904584291
1.4306169108771458, 11.76700094471807
1.4306169108771458, 11.833890576825095
1.6022907306196352, 11.89241900491874
1.7739645503621244, 11.967669841039141
1.9456383701046138, 12.042920677159543
2.117312189847103, 12.118171513279943
2.117312189847103, 12.193422349400345
2.632333649074571, 12.277034389534125
2.9756812885595494, 12.369007633681282
3.3190289280445278, 12.460980877828439
3.8340503872719958, 12.527870509935461
4.429711599718348, 12.60838690410091
5.116406878688305, 12.675276536207932
5.631428337915772, 12.742166168314956
6.31812361688573, 12.80905580042198
7.176492715598176, 12.85086182048887
8.034861814310622, 12.89266784055576
8.721557093280579, 12.92611265660927
9.408252372250537, 12.96791867667616
10.266621470962983, 13.018085900756427
10.95331674993294, 13.043169512796561
11.811685848645386, 13.093336736876829
13.185076406585301, 13.12678155293034
14.558466964525214, 13.176948777010608
16.103531342207617, 13.218754797077498
17.47692190014753, 13.243838409117632
18.33529099885998, 13.260560817144388
21.058658714458154, 13.31103678929766
22.432049272398068, 13.34448160535117
23.633766010595494, 13.369565217391305
24.83548274879292, 13.394648829431437
25.865525667247855, 13.411371237458194
27.067242405445278, 13.436454849498327
28.440632963385195, 13.453177257525084
29.47067588184013, 13.46989966555184
30.500718800295065, 13.478260869565217
31.702435538492487, 13.503344481605351
32.90415227668991, 13.528428093645484
34.10586901488734, 13.545150501672241
35.47925957282725, 13.553511705685619
36.3376286715397, 13.561872909698996
37.367671589994636, 13.578595317725753
38.74106214793455, 13.603678929765886
41.487843263814376, 13.620401337792643
42.517886182269315, 13.637123745819398
43.71960292046674, 13.653846153846153
44.74964583892167, 13.662207357859533
45.43634111789163, 13.662207357859533
46.638057856089056, 13.670568561872908
48.183122233771456, 13.687290969899665
49.38483897196888, 13.695652173913043
50.41488189042382, 13.70401337792642
51.44492480887875, 13.70401337792642
52.818315366818666, 13.70401337792642
53.848358285273605, 13.720735785953178
54.878401203728544, 13.720735785953178
56.08011794192596, 13.720735785953178
57.28183468012339, 13.720735785953178
57.968529959093345, 13.720735785953178
60.65808996110515, 13.756967499902018
61.68813287956009, 13.773689907928773
62.88984961775751, 13.78205111194215
63.74821871646996, 13.78205111194215
64.77826163492489, 13.78205111194215
64.77826163492489, 13.78205111194215
65.80830455337983, 13.790412315955528
67.18169511131974, 13.790412315955528
68.55508566925965, 13.815495927995663
69.92847622719957, 13.82385713200904
70.9585191456545, 13.832218336022418
71.98856206410944, 13.848940744049173
73.19027880230686, 13.857301948062553
74.04864790101931, 13.86566315207593
75.07869081947425, 13.874024356089308
76.28040755767168, 13.890746764116063
77.13877665638412, 13.90746917214282
77.4821242958691, 13.90746917214282
78.68384103406652, 13.932552784182953
81.31616944407189, 13.979933110367893
82.51788618226931, 13.988294314381271
83.54792910072425, 14.03010033444816
84.40629819943669, 14.080267558528428
85.43634111789163, 14.14715719063545
86.63805785608905, 14.23913043478261
86.1230363968616, 14.18896321070234
87.15307931531652, 14.306020066889632
87.4964269548015, 14.356187290969899
88.18312223377146, 14.423076923076923
88.35479605351395, 14.481605351170568
88.69814369299893, 14.540133779264213
88.86981751274142, 14.598662207357858
88.69814369299893, 14.637190635451505
89.89986043119634, 14.647190635451505
91.27325098913627, 14.651190635451505
92.13162008784872, 14.652190635451505
93.16166300630364, 14.652190635451505
94.36337974450107, 14.653190635451505
95.39342266295601, 14.654190635451505
96.08011794192596, 14.655190635451505
97.2818346801234, 14.656190635451505
98.14020377883584, 14.656290635451505
